"","V1","Home","HomeStartingPitcher","HomeStartingPlayer_1","HomeStartingPlayer_2","HomeStartingPlayer_3","HomeStartingPlayer_4","HomeStartingPlayer_5","HomeStartingPlayer_6","HomeStartingPlayer_7","HomeStartingPlayer_8","HomeStartingPlayer_9","Visitor","VisitorStartingPitcher","VisitorStartingPlayer_1","VisitorStartingPlayer_2","VisitorStartingPlayer_3","VisitorStartingPlayer_4","VisitorStartingPlayer_5","VisitorStartingPlayer_6","VisitorStartingPlayer_7","VisitorStartingPlayer_8","VisitorStartingPlayer_9","homeWin","HomeStartingPitcher_G","HomeStartingPitcher_GD","HomeStartingPitcher_CG","HomeStartingPitcher_SHO","HomeStartingPitcher_SV","HomeStartingPitcher_IPouts","HomeStartingPitcher_H","HomeStartingPitcher_ERA","HomeStartingPitcher_BB","HomeStartingPitcher_HBP","VisitorStartingPitcher_G","VisitorStartingPitcher_GD","VisitorStartingPitcher_CG","VisitorStartingPitcher_SHO","VisitorStartingPitcher_SV","VisitorStartingPitcher_IPouts","VisitorStartingPitcher_H","VisitorStartingPitcher_ERA","VisitorStartingPitcher_BB","VisitorStartingPitcher_HBP"
"57",56,"COL","lylesjo01","blackch02","storytr01","gonzaca01","arenano01","parrage01","reynoma01","hundlni01","lemahdj01","lylesjo01","SDN","reaco01","jayjo02","spangco01","kempma01","myerswi01","solarya01","norride01","ramiral03","uptonbj01","reaco01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58",57,"MIL","anderch01","santado01","gennesc01","braunry02","lucrojo01","cartech02","hillaa01","villajo01","anderch01","broxtke01","HOU","feldmsc01","altuvjo01","springe01","correca01","valbulu01","gomezca01","whitety01","castrja01","marisja01","feldmsc01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59",58,"NYN","degroja01","grandcu01","wrighda03","cespeyo01","dudalu01","walkene01","confomi01","cabreas01","darnatr01","degroja01","PHI","eickhje01","galvifr01","hernace02","herreod01","howarry01","blancan01","huntece01","ruppca01","burriem01","eickhje01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60",59,"SFN","cainma01","spande01","panikjo01","pencehu01","beltbr01","duffyma01","crawfbr01","paganan01","browntr01","cainma01","LAN","stripro01","utleych01","seageco01","turneju01","gonzaad01","puigya01","pederjo01","vanslsc01","ellisaj01","stripro01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61",60,"ANA","richaga01","escobyu01","gentrcr01","troutmi01","pujolal01","croncj01","calhoko01","simmoan01","perezca02","giavojo01","TEX","hamelco01","deshide02","odorro01","fieldpr01","beltrad01","morelmi01","desmoia01","andruel01","ruary01","chiriro01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62",61,"CHA","salech01","jacksau01","rolliji01","abreujo02","frazito01","cabreme01","lawribr01","garciav01","avilaal01","shuckja01","CLE","anderco01","davisra01","kipnija01","lindofr01","napolmi01","santaca01","gomesya01","uribeju01","ramirjo01","cowgico01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63",62,"DET","pelfrmi01","kinslia01","uptonju01","cabremi01","martivi01","martijd02","mccanja02","iglesjo01","avilemi01","gosean01","NYA","sabatcc01","ellsbja01","gardnbr01","rodrial01","teixema01","mccanbr01","beltrca01","castrst01","gregodi01","torrero01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64",63,"KCA","kenneia01","escobal02","moustmi01","cainlo01","hosmeer01","moralke01","gordoal01","perezsa02","infanom01","orlanpa01","MIN","milonto01","doziebr01","santada01","mauerjo01","plouftr01","arciaos01","parkby01","escobed01","rosared01","suzukku01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65",64,"SEA","karnsna01","aokino01","marteke01","canoro01","cruzne02","seageky01","iannech01","gutiefr01","leeda02","martile01","OAK","hillri01","crispco01","coghlch01","reddijo01","valenda01","vogtst01","lowrije01","daviskh01","alonsyo01","semiema01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66",65,"TOR","dickera01","pillake01","donaljo02","bautijo02","encared01","tulowtr01","carreez01","goinsry01","barneda01","tholejo01","BOS","porceri01","bettsmo01","pedrodu01","bogaexa01","shawtr01","ramirha01","sandopa01","holtbr01","castiru01","swihabl01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67",66,"ARI","greinza01","segurje01","owingch01","goldspa01","peralda01","castiwe01","tomasya01","drurybr01","greinza01","ahmedni01","CHN","hendrky01","fowlede01","heywaja01","zobribe01","rizzoan01","bryankr01","montemi01","solerjo01","russead02","hendrky01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"68",67,"ATL","teherju01","aybarer01","markani01","freemfr01","garciad01","pierzaj01","johnske05","stubbdr01","peterja01","teherju01","SLN","martica04","carpema01","hazelje01","hollima01","mossbr01","piscost01","molinya01","wongko01","diazal02","martica04",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"69",68,"CIN","iglesra01","hamilbi02","suareeu01","vottojo01","phillbr01","bruceja01","schebsc01","dejesiv02","barnhtu01","iglesra01","PIT","colege01","jasojo01","mccutan01","freesda01","martest01","cervefr01","polangr01","harrijo05","mercejo03","colege01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"70",69,"COL","delarjo01","lemahdj01","storytr01","gonzaca01","arenano01","reynoma01","raburry01","hundlni01","barnebr02","delarjo01","SDN","pomerdr01","jayjo02","uptonbj01","kempma01","myerswi01","solarya01","norride01","ramiral03","spangco01","pomerdr01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71",70,"MIL","peralwi01","santado01","gennesc01","braunry02","lucrojo01","cartech02","nieuwki01","hillaa01","peralwi01","villajo01","HOU","fistedo01","altuvjo01","springe01","correca01","rasmuco01","whitety01","gomezca01","valbulu01","castrja01","fistedo01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72",71,"NYN","colonba01","grandcu01","cabreas01","cespeyo01","dudalu01","walkene01","confomi01","florewi01","darnatr01","colonba01","PHI","velasvi01","galvifr01","hernace02","herreod01","francma02","howarry01","ruppca01","huntece01","bourjpe01","velasvi01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73",72,"SFN","bumgama01","spande01","paganan01","poseybu01","pencehu01","duffyma01","beltbr01","tomlike01","bumgama01","adriaeh01","LAN","kershcl01","hernaen02","puigya01","turneju01","gonzaad01","vanslsc01","thomptr01","ellisaj01","culbech01","kershcl01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74",73,"ANA","weaveje02","escobyu01","gentrcr01","troutmi01","pujolal01","croncj01","calhoko01","simmoan01","sotoge01","giavojo01","TEX","perezma02","deshide02","mazarno01","fieldpr01","beltrad01","morelmi01","desmoia01","andruel01","alberha01","holadbr01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75",74,"BAL","worleva01","rickajo01","machama01","davisch02","trumbma01","wietema01","alvarpe01","hardyjj01","schoojo01","kimhy01","TBA","odorija01","forsylo01","morrilo01","longoev01","dickeco01","pearcst01","millebr02","souzast01","kiermke01","casalcu01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76",75,"KCA","volqued01","escobal02","moustmi01","cainlo01","hosmeer01","moralke01","gordoal01","perezsa02","colonch01","orlanpa01","MIN","nolasri01","doziebr01","rosared01","mauerjo01","sanomi01","parkby01","escobed01","nunezed02","murphjr01","buxtoby01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77",76,"SEA","hernafe02","aokino01","seageky01","canoro01","cruzne02","lindad01","smithse01","marteke01","clevest01","martile01","OAK","bassich01","crispco01","coghlch01","reddijo01","vogtst01","lowrije01","daviskh01","alonsyo01","phegljo01","semiema01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78",77,"TOR","estrama01","pillake01","donaljo02","bautijo02","encared01","tulowtr01","saundmi01","martiru01","goinsry01","barneda01","BOS","wrighst01","bettsmo01","pedrodu01","bogaexa01","ortizda01","ramirha01","shawtr01","youngch04","swihabl01","bradlja02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79",78,"ARI","millesh01","britoso01","gosseph01","goldspa01","peralda01","drurybr01","lambja01","owingch01","herrmch01","millesh01","CHN","arrieja01","zobribe01","heywaja01","bryankr01","rizzoan01","solerjo01","lasteto01","montemi01","russead02","arrieja01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",79,"ATL","perezwi01","aybarer01","markani01","freemfr01","garciad01","olivehe01","flowety01","peterja01","stubbdr01","perezwi01","SLN","wainwad01","carpema01","hazelje01","piscost01","mossbr01","adamsma01","molinya01","wongko01","garcigr01","wainwad01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81",80,"CIN","melviti01","cozarza01","suareeu01","vottojo01","phillbr01","mesorde01","bruceja01","duvalad01","melviti01","hamilbi02","PIT","lockeje01","jasojo01","mccutan01","freesda01","martest01","polangr01","harrijo05","mercejo03","stewach01","lockeje01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82",81,"COL","bettich01","blackch02","storytr01","gonzaca01","arenano01","parrage01","lemahdj01","paulsbe01","wolteto01","bettich01","SDN","shielja02","jayjo02","spangco01","kempma01","myerswi01","uptonbj01","bethach01","ramiral03","rosalad01","shielja02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83",82,"MIL","nelsoji02","santado01","villajo01","braunry02","cartech02","hillaa01","maldoma01","riverya01","nelsoji02","broxtke01","HOU","keuchda01","altuvjo01","springe01","correca01","rasmuco01","whitety01","tuckepr01","gonzama01","castrja01","keuchda01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84",83,"NYN","harvema01","grandcu01","wrighda03","cespeyo01","dudalu01","walkene01","confomi01","cabreas01","plaweke01","harvema01","PHI","hellije01","galvifr01","hernace02","herreod01","francma02","howarry01","ruizca01","huntece01","bourjpe01","hellije01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85",84,"SFN","cuetojo01","spande01","panikjo01","poseybu01","pencehu01","beltbr01","duffyma01","crawfbr01","cuetojo01","paganan01","LAN","kazmisc01","utleych01","seageco01","turneju01","gonzaad01","puigya01","pederjo01","thomptr01","barneau01","kazmisc01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86",85,"WAS","rossjo01","taylomi02","rendoan01","harpebr03","murphda08","werthja01","ramoswi01","robincl01","espinda01","rossjo01","MIA","koehlto01","gordode01","ozunama01","yelicch01","stantmi03","pradoma01","bourju01","realmjt01","hechaad01","koehlto01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87",86,"BOS","priceda01","bettsmo01","pedrodu01","bogaexa01","ortizda01","ramirha01","shawtr01","holtbr01","swihabl01","bradlja02","BAL","gallayo01","rickajo01","machama01","davisch02","trumbma01","wietema01","hardyjj01","schoojo01","reimono01","josepca01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88",87,"DET","verlaju01","kinslia01","uptonju01","cabremi01","martivi01","martijd02","casteni01","mccanja02","collity01","iglesjo01","PIT","niesejo01","jasojo01","mccutan01","joycema01","martest01","cervefr01","polangr01","harrijo05","rodrise01","mercejo03",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89",88,"HOU","mchugco01","altuvjo01","springe01","correca01","rasmuco01","whitety01","gomezca01","tuckepr01","valbulu01","castrja01","KCA","youngch03","escobal02","moustmi01","cainlo01","hosmeer01","moralke01","gordoal01","perezsa02","infanom01","fuentre01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90",89,"MIN","gibsoky01","doziebr01","mauerjo01","sanomi01","plouftr01","parkby01","rosared01","escobed01","suzukku01","buxtoby01","CHA","quintjo01","eatonad02","rolliji01","abreujo02","frazito01","cabreme01","lawribr01","garciav01","navardi01","jacksau01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91",90,"OAK","grayso01","crispco01","coghlch01","reddijo01","valenda01","vogtst01","lowrije01","daviskh01","alonsyo01","semiema01","ANA","tropeni01","escobyu01","navada01","troutmi01","pujolal01","calhoko01","croncj01","simmoan01","perezca02","pennicl01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"92",91,"SEA","iwakuhi01","aokino01","seageky01","canoro01","cruzne02","lindad01","smithse01","iannech01","marteke01","martile01","TEX","lewisco01","odorro01","mazarno01","beltrad01","fieldpr01","desmoia01","morelmi01","andruel01","ruary01","nichobr01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93",92,"CHN","lestejo01","fowlede01","heywaja01","bryankr01","rizzoan01","zobribe01","solerjo01","russead02","rossda01","lestejo01","CIN","finnebr01","cozarza01","suareeu01","vottojo01","phillbr01","mesorde01","bruceja01","duvalad01","finnebr01","hamilbi02",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94",93,"NYN","matzst01","grandcu01","wrighda03","cespeyo01","dudalu01","walkene01","confomi01","cabreas01","darnatr01","matzst01","MIA","cosarja01","gordode01","ozunama01","yelicch01","stantmi03","pradoma01","johnsch05","realmjt01","hechaad01","cosarja01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95",94,"PHI","nolaaa01","galvifr01","hernace02","herreod01","francma02","howarry01","ruppca01","huntece01","bourjpe01","nolaaa01","SDN","cashnan01","jayjo02","spangco01","kempma01","myerswi01","wallabr01","norride01","ramiral03","amarial01","cashnan01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96",95,"SLN","wachami01","carpema01","hazelje01","hollima01","piscost01","grichra01","molinya01","wongko01","diazal02","wachami01","MIL","jungmta01","santado01","gennesc01","braunry02","lucrojo01","cartech02","hillaa01","villajo01","jungmta01","broxtke01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97",96,"WAS","scherma01","taylomi02","rendoan01","harpebr03","zimmery01","murphda08","werthja01","ramoswi01","espinda01","scherma01","ATL","norribu01","smithma05","markani01","freemfr01","garciad01","pierzaj01","olivehe01","aybarer01","peterja01","norribu01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98",97,"BOS","buchhcl01","bettsmo01","pedrodu01","bogaexa01","ortizda01","ramirha01","shawtr01","holtbr01","swihabl01","bradlja02","BAL","wrighmi01","rickajo01","machama01","davisch02","trumbma01","wietema01","alvarpe01","hardyjj01","schoojo01","flahery01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99",98,"DET","sanchan01","kinslia01","uptonju01","cabremi01","martivi01","martijd02","casteni01","saltaja01","gosean01","iglesjo01","PIT","nicasju01","joycema01","mccutan01","freesda01","martest01","cervefr01","polangr01","harrijo05","morsemi01","mercejo03",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100",99,"HOU","fiersmi01","altuvjo01","springe01","correca01","rasmuco01","whitety01","gomezca01","gattiev01","valbulu01","kratzer01","KCA","medlekr01","escobal02","moustmi01","cainlo01","hosmeer01","moralke01","gordoal01","perezsa02","infanom01","orlanpa01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"101",100,"OAK","graveke01","burnsbi02","phegljo01","reddijo01","valenda01","butlebi03","daviskh01","lowrije01","canhama01","semiema01","ANA","santihe01","escobyu01","navada01","troutmi01","pujolal01","calhoko01","simmoan01","choiji01","sotoge01","giavojo01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"102",101,"SEA","mileywa01","aokino01","sardilu01","canoro01","cruzne02","seageky01","iannech01","gutiefr01","leeda02","martile01","TEX","hollade01","deshide02","mazarno01","fieldpr01","beltrad01","desmoia01","odorro01","andruel01","ruary01","holadbr01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"103",102,"TBA","moorema02","forsylo01","morrilo01","longoev01","dickeco01","jennide01","millebr02","souzast01","kiermke01","congeha01","CLE","klubeco01","davisra01","kipnija01","lindofr01","napolmi01","santaca01","gomesya01","byrdma01","uribeju01","ramirjo01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104",103,"TOR","sanchaa01","pillake01","donaljo02","bautijo02","encared01","tulowtr01","colabch01","saundmi01","martiru01","goinsry01","NYA","tanakma01","ellsbja01","gardnbr01","rodrial01","teixema01","mccanbr01","beltrca01","headlch01","castrst01","gregodi01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"105",104,"COL","chatwty01","blackch02","storytr01","gonzaca01","arenano01","parrage01","reynoma01","hundlni01","chatwty01","lemahdj01","SFN","samarje01","spande01","panikjo01","pencehu01","beltbr01","duffyma01","crawfbr01","paganan01","browntr01","samarje01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106",105,"LAN","maedake01","hernaen02","puigya01","gonzaad01","turneju01","kendrho01","thomptr01","seageco01","ellisaj01","maedake01","ARI","corbipa01","segurje01","britoso01","goldspa01","peralda01","castiwe01","lambja01","tomasya01","corbipa01","ahmedni01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107",106,"NYN","syndeno01","grandcu01","wrighda03","cespeyo01","dudalu01","walkene01","confomi01","cabreas01","darnatr01","syndeno01","MIA","fernajo02","gordode01","ozunama01","yelicch01","stantmi03","bourju01","dietrde01","hechaad01","mathije01","fernajo02",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"108",107,"PHI","mortoch02","hernace02","herreod01","francma02","howarry01","ruizca01","galvifr01","bourjpe01","goeddty01","mortoch02","SDN","erlinro01","jayjo02","spangco01","kempma01","wallabr01","uptonbj01","norride01","ramiral03","amarial01","erlinro01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109",108,"WAS","gonzagi01","taylomi02","rendoan01","harpebr03","zimmery01","murphda08","werthja01","espinda01","lobatjo01","gonzagi01","ATL","chacijh01","smithma05","markani01","freemfr01","garciad01","francje02","aybarer01","flowety01","beckhgo01","chacijh01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110",109,"BOS","kellyjo05","bettsmo01","pedrodu01","bogaexa01","ortizda01","ramirha01","shawtr01","holtbr01","hanigry01","bradlja02","BAL","jimenub01","rickajo01","machama01","davisch02","trumbma01","hardyjj01","alvarpe01","schoojo01","josepca01","kimhy01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111",110,"HOU","feldmsc01","altuvjo01","springe01","correca01","rasmuco01","whitety01","tuckepr01","gomezca01","valbulu01","castrja01","KCA","ventuyo01","escobal02","moustmi01","cainlo01","hosmeer01","moralke01","gordoal01","perezsa02","infanom01","orlanpa01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"112",111,"MIN","hugheph01","doziebr01","mauerjo01","sanomi01","plouftr01","rosared01","escobed01","keplema01","suzukku01","buxtoby01","CHA","rodonca01","eatonad02","rolliji01","abreujo02","frazito01","cabreme01","lawribr01","sandsje01","avilaal01","jacksau01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"113",112,"OAK","surkaer01","burnsbi02","crispco01","reddijo01","vogtst01","valenda01","coghlch01","butlebi03","alonsyo01","semiema01","ANA","shoemma01","escobyu01","gentrcr01","troutmi01","pujolal01","croncj01","calhoko01","simmoan01","perezca02","giavojo01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"114",113,"SEA","walketa01","aokino01","smithse01","canoro01","cruzne02","seageky01","lindad01","iannech01","martile01","marteke01","TEX","griffaj01","deshide02","mazarno01","fieldpr01","beltrad01","morelmi01","desmoia01","odorro01","alberha01","nichobr01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115",114,"TBA","smylydr01","forsylo01","morrilo01","longoev01","dickeco01","jennide01","millebr02","guyerbr01","kiermke01","casalcu01","CLE","carraca01","davisra01","kipnija01","lindofr01","napolmi01","santaca01","gomesya01","byrdma01","uribeju01","cowgico01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116",115,"TOR","happja01","pillake01","donaljo02","bautijo02","encared01","tulowtr01","saundmi01","martiru01","smoakju01","goinsry01","NYA","pinedmi01","ellsbja01","hicksaa01","rodrial01","teixema01","beltrca01","castrst01","headlch01","torrero01","rominau01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117",116,"CHN","lackejo01","fowlede01","heywaja01","zobribe01","rizzoan01","bryankr01","montemi01","solerjo01","russead02","lackejo01","CIN","simonal01","hamilbi02","suareeu01","vottojo01","phillbr01","bruceja01","schebsc01","dejesiv02","barnhtu01","simonal01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118",117,"COL","lylesjo01","blackch02","storytr01","gonzaca01","arenano01","parrage01","hundlni01","paulsbe01","lemahdj01","lylesjo01","SFN","peavyja01","spande01","panikjo01","pencehu01","beltbr01","duffyma01","crawfbr01","paganan01","browntr01","peavyja01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119",118,"LAN","woodal02","utleych01","seageco01","turneju01","gonzaad01","puigya01","grandya01","kendrho01","pederjo01","woodal02","ARI","delarru01","segurje01","owingch01","goldspa01","castiwe01","drurybr01","lambja01","tomasya01","delarru01","ahmedni01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"120",119,"NYN","verrelo01","grandcu01","wrighda03","cespeyo01","walkene01","florewi01","cabreas01","lagarju01","plaweke01","verrelo01","MIA","conlead01","gordode01","suzukic01","yelicch01","stantmi03","pradoma01","bourju01","realmjt01","rojasmi02","conlead01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121",120,"PHI","eickhje01","hernace02","herreod01","francma02","howarry01","ruppca01","galvifr01","huntece01","bourjpe01","eickhje01","SDN","reaco01","jayjo02","spangco01","kempma01","myerswi01","uptonbj01","bethach01","rosalad01","amarial01","reaco01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122",121,"PIT","vogelry01","jasojo01","mccutan01","freesda01","martest01","cervefr01","polangr01","harrijo05","mercejo03","vogelry01","DET","greensh02","kinslia01","uptonju01","cabremi01","martijd02","casteni01","saltaja01","iglesjo01","gosean01","greensh02",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123",122,"SLN","leakemi01","carpema01","hazelje01","hollima01","piscost01","grichra01","molinya01","gyorkje01","diazal02","leakemi01","MIL","anderch01","santado01","gennesc01","braunry02","lucrojo01","cartech02","walshco02","florera02","riverya01","anderch01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"124",123,"WAS","roarkta01","taylomi02","drewst01","harpebr03","murphda08","werthja01","ramoswi01","robincl01","espinda01","roarkta01","ATL","wislema01","smithma05","markani01","freemfr01","garciad01","johnske05","pierzaj01","aybarer01","peterja01","wislema01",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"125",124,"HOU","fistedo01","altuvjo01","springe01","correca01","rasmuco01","whitety01","tuckepr01","gomezca01","gonzama01","castrja01","KCA","kenneia01","escobal02","moustmi01","cainlo01","hosmeer01","moralke01","gordoal01","perezsa02","infanom01","orlanpa01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"126",125,"MIN","santaer01","doziebr01","rosared01","mauerjo01","plouftr01","sanomi01","escobed01","parkby01","murphjr01","buxtoby01","CHA","latosma01","eatonad02","cabreme01","abreujo02","frazito01","lawribr01","navardi01","garciav01","shuckja01","saladty01",-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
